1,TCEHY,Tencent Holdings Limited,575.95B,64.05,-0.90%,93.82B,2025-06-20
247,AMXOF,"América Móvil, S.A.B. de C.V.",51.13B,0.873,1.17%,43.93B,2025-06-20
248,CIIHF,CITIC Securities Company Limited,50.97B,2.550,-4.39%,8.94B,2025-06-20
249,PTCAY,PT Chandra Asri Pacific Tbk,50.93B,62.05,10.80%,1.94B,2025-06-20
250,CIIHY,CITIC Securities Company Limited,50.90B,28.00,-1.37%,8.94B,2025-06-20
251,BAMXF,Bayerische Motoren Werke Aktiengesellschaft,50.74B,86.13,-5.46%,150.80B,2025-06-20
252,BMWKY,Bayerische Motoren Werke Aktiengesellschaft,50.74B,27.65,0.18%,150.80B,2025-06-20
253,BYMOF,Bayerische Motoren Werke Aktiengesellschaft,50.74B,82.30,0.81%,150.80B,2025-06-20
254,IFNNF,Infineon Technologies AG,50.74B,39.55,-2.10%,15.82B,2025-06-20
255,IFNNY,Infineon Technologies AG,50.74B,39.02,-0.47%,15.82B,2025-06-20
256,VLKAF,Volkswagen AG,50.31B,103.20,-0.10%,353.17B,2025-06-20
257,VWAGY,Volkswagen AG,50.31B,10.18,0.20%,353.17B,2025-06-20
258,SNGNF,Singapore Telecommunications Limited,50.08B,3.160,-2.77%,10.53B,2025-06-20
259,MQBKY,Macquarie Group Limited,50.00B,135.71,-1.62%,10.80B,2025-06-20
260,SGAPY,Singapore Telecommunications Limited,49.44B,30.11,-2.43%,10.53B,2025-06-20
261,MCQEF,Macquarie Group Limited,49.06B,140.85,2.00%,10.80B,2025-06-20
262,ANCTF,Alimentation Couche-Tard Inc.,48.91B,51.30,-1.74%,74.18B,2025-06-20
263,NBNKF,Nordea Bank Abp,48.85B,14.05,-2.09%,12.66B,2025-06-20
264,NRDBY,Nordea Bank Abp,48.84B,14.31,-0.35%,12.66B,2025-06-20
265,SSREF,Swiss Re AG,48.45B,175.00,1.01%,43.84B,2025-06-20
266,SSREY,Swiss Re AG,48.45B,41.83,1.28%,43.84B,2025-06-20
267,PINXY,The People's Insurance Company (Group) of China Limited,48.43B,12.38,-7.84%,82.09B,2025-06-20
268,LBLCF,Loblaw Companies Limited,48.25B,163.33,0.78%,42.91B,2025-06-20
269,LZAGF,Lonza Group AG,48.12B,684.25,-0.21%,7.25B,2025-06-20
270,LZAGY,Lonza Group AG,48.12B,68.19,-0.03%,7.25B,2025-06-20
271,EIPAF,Eni S.p.A.,47.99B,15.86,2.54%,98.31B,2025-06-20
272,HEINY,Heineken N.V.,47.83B,43.00,-0.52%,30.87B,2025-06-20
273,HINKF,Heineken N.V.,47.83B,85.43,-1.10%,30.87B,2025-06-20
274,BNKHF,BOC Hong Kong (Holdings) Limited,47.68B,3.700,-15.14%,8.52B,2025-06-20
275,ADTTF,Advantest Corporation,47.35B,47.90,-14.31%,5.21B,2025-06-20
276,ATEYY,Advantest Corporation,47.35B,67.39,1.49%,5.21B,2025-06-20
277,BHKLY,BOC Hong Kong (Holdings) Limited,46.87B,90.58,1.36%,8.52B,2025-06-20
278,JDCMF,"JD.com, Inc.",46.85B,18.84,12.17%,165.35B,2025-06-20
279,RBGLY,Reckitt Benckiser Group plc,46.60B,13.80,-1.11%,17.74B,2025-06-20
280,RBGPF,Reckitt Benckiser Group plc,46.60B,67.66,-3.37%,17.74B,2025-06-20
281,DASTF,Dassault Systèmes SE,46.47B,35.60,-3.82%,6.80B,2025-06-20
282,DASTY,Dassault Systèmes SE,46.47B,35.60,-0.64%,6.80B,2025-06-20
283,EXPGF,Experian plc,46.25B,51.59,0.49%,7.52B,2025-06-20
284,EXPGY,Experian plc,46.25B,50.63,-1.56%,7.52B,2025-06-20
285,HLNCF,Haleon plc,46.16B,5.35,3.58%,14.06B,2025-06-20
286,TKPHF,Takeda Pharmaceutical Company Limited,46.06B,32.13,13.65%,30.60B,2025-06-20
287,ENAKF,E.ON SE,45.49B,17.56,0.17%,91.14B,2025-06-20
288,EONGY,E.ON SE,45.49B,17.73,1.08%,91.14B,2025-06-20
289,GVDBF,Givaudan SA,45.45B,"5,008.62",-5.05%,8.18B,2025-06-20
290,GVDNY,Givaudan SA,45.45B,97.91,-2.11%,8.18B,2025-06-20
291,GLCNF,Glencore plc,45.33B,3.861,-1.00%,230.94B,2025-06-20
292,GLNCY,Glencore plc,45.33B,7.63,-1.55%,230.94B,2025-06-20
293,GMGSF,Goodman Group,45.32B,22.22,6.76%,1.80B,2025-06-20
294,UOVEF,United Overseas Bank Limited,45.06B,27.20,-,9.80B,2025-06-20
295,NAPRF,Naspers Limited,44.85B,305.19,-0.07%,6.87B,2025-06-20
296,NPSNY,Naspers Limited,44.85B,58.39,-2.03%,6.87B,2025-06-20
297,UOVEY,United Overseas Bank Limited,44.83B,54.43,0.46%,9.80B,2025-06-20
298,GMBXF,"Grupo México, S.A.B. de C.V.",42.89B,5.49,-3.35%,16.57B,2025-06-20
299,MIELY,Mitsubishi Electric Corporation,42.74B,41.13,-0.63%,36.87B,2025-06-20
300,MIELF,Mitsubishi Electric Corporation,42.70B,20.53,-3.41%,36.87B,2025-06-20
301,DRPRF,Dr. Ing. h.c. F. Porsche AG,42.59B,47.76,-0.30%,43.16B,2025-06-20
302,SCGLF,Société Générale Société anonyme,42.50B,54.30,-0.08%,27.83B,2025-06-20
303,SCGLY,Société Générale Société anonyme,42.50B,11.01,-2.63%,27.83B,2025-06-20
304,BASFY,BASF SE,42.43B,11.94,-0.58%,70.37B,2025-06-20
305,BFFAF,BASF SE,42.43B,48.94,1.96%,70.37B,2025-06-20
306,DSKYF,"Daiichi Sankyo Company, Limited",42.37B,22.15,-5.84%,12.60B,2025-06-20
307,DSNKY,"Daiichi Sankyo Company, Limited",42.37B,22.75,-4.17%,12.60B,2025-06-20
308,PPCCF,PICC Property and Casualty Company Limited,42.33B,1.890,-5.97%,70.49B,2025-06-20
309,PMRTY,Pop Mart International Group Limited,42.06B,30.20,-9.99%,1.79B,2025-06-20
310,SKFOF,Sika AG,41.60B,266.40,1.38%,12.98B,2025-06-20
311,SXYAY,Sika AG,41.60B,26.11,-1.36%,12.98B,2025-06-20
312,PPCCY,PICC Property and Casualty Company Limited,41.60B,46.45,-1.90%,70.49B,2025-06-20
313,FJTSF,Fujitsu Limited,41.58B,21.98,-12.95%,23.71B,2025-06-20
314,FJTSY,Fujitsu Limited,41.58B,23.48,-1.80%,23.71B,2025-06-20
315,CTPCF,CITIC Limited,41.13B,1.200,-11.11%,130.11B,2025-06-20
316,CTPCY,CITIC Limited,41.13B,6.70,-,130.11B,2025-06-20
317,HNDAF,"Honda Motor Co., Ltd.",40.74B,9.71,-3.90%,144.84B,2025-06-20
318,POPMF,Pop Mart International Group Limited,40.54B,33.34,-,1.79B,2025-06-20
319,SVNDY,"Seven & i Holdings Co., Ltd.",40.24B,15.60,1.50%,79.66B,2025-06-20
320,HOCPY,HOYA Corporation,40.08B,115.36,-1.90%,5.78B,2025-06-20
321,DNBBF,DNB Bank ASA,39.93B,27.39,-5.17%,8.25B,2025-06-20
322,DNBBY,DNB Bank ASA,39.93B,27.22,-3.20%,8.25B,2025-06-20
323,MAHMF,Mahindra & Mahindra Limited,39.72B,32.73,-,18.89B,2025-06-20
324,HOCPF,HOYA Corporation,39.71B,114.93,-2.72%,5.78B,2025-06-20
325,SVNDF,"Seven & i Holdings Co., Ltd.",39.68B,15.50,-,79.66B,2025-06-20
326,IFCZF,Intact Financial Corporation,39.60B,225.51,0.25%,20.28B,2025-06-20
327,ADDDF,adidas AG,39.58B,225.79,0.11%,26.35B,2025-06-20
328,ADDYY,adidas AG,39.58B,112.09,-0.93%,26.35B,2025-06-20
329,ANNSD,"Aena S.M.E., S.A.",39.12B,266.76,0.99%,6.36B,2025-06-20
330,ANYYY,"Aena S.M.E., S.A.",39.12B,25.88,-7.87%,6.36B,2025-06-20
331,FNCTF,Orange S.A.,38.78B,15.87,6.30%,41.68B,2025-06-20
332,ORANY,Orange S.A.,38.78B,14.76,-,41.68B,2025-06-20
333,BSQKZ,"Block, Inc.",38.63B,60.00,-,23.94B,2025-06-20
334,NTIOF,National Bank of Canada,38.48B,98.77,-0.65%,8.44B,2025-06-20
335,NTDTY,NTT DATA Group Corporation,38.48B,27.44,1.87%,30.98B,2025-06-20
336,NTTDF,NTT DATA Group Corporation,38.48B,27.40,10.39%,30.98B,2025-06-20
337,KBCSF,KBC Group NV,38.24B,98.20,-0.81%,12.11B,2025-06-20
338,KBCSY,KBC Group NV,38.24B,49.13,0.72%,12.11B,2025-06-20
339,DLMAF,Dollarama Inc.,38.18B,140.00,0.18%,4.73B,2025-06-20
340,CHLSY,Chocoladefabriken Lindt & Sprüngli AG,38.00B,16.65,-1.42%,6.12B,2025-06-20
341,LDSVF,Chocoladefabriken Lindt & Sprüngli AG,38.00B,"16,611.8",4.08%,6.12B,2025-06-20
342,FRFHF,Fairfax Financial Holdings Limited,37.67B,"1,760.00",-0.23%,36.14B,2025-06-20
343,WOLTF,Wolters Kluwer N.V.,37.65B,167.64,2.67%,6.12B,2025-06-20
344,WTKWY,Wolters Kluwer N.V.,37.65B,162.75,-1.03%,6.12B,2025-06-20
345,CRZBF,Commerzbank AG,37.54B,32.41,0.35%,11.57B,2025-06-20
346,CRZBY,Commerzbank AG,37.54B,32.52,0.28%,11.57B,2025-06-20
347,NIPNF,NEC Corporation,37.44B,28.11,2.33%,22.86B,2025-06-20
348,JPSTF,"JAPAN POST BANK Co., Ltd.",37.24B,10.60,-9.71%,11.41B,2025-06-20
349,SHLAF,Schindler Holding AG,37.18B,348.29,-,12.78B,2025-06-20
350,SHLRF,Schindler Holding AG,37.18B,347.00,-1.61%,12.78B,2025-06-20
351,TRPCF,Trip.com Group Limited,36.95B,59.88,-5.99%,7.61B,2025-06-20
352,HVRRF,Hannover Rück SE,36.87B,320.25,-,29.97B,2025-06-20
353,HVRRY,Hannover Rück SE,36.87B,51.89,0.86%,29.97B,2025-06-20
354,DNZOF,DENSO Corporation,36.86B,14.44,4.07%,47.83B,2025-06-20
355,DNZOY,DENSO Corporation,36.86B,13.16,-1.19%,47.83B,2025-06-20
356,RSMDF,ResMed Inc.,36.72B,23.35,6.14%,5.02B,2025-06-20
357,ADRNY,Koninklijke Ahold Delhaize N.V.,36.57B,40.99,0.40%,98.47B,2025-06-20
358,AHODF,Koninklijke Ahold Delhaize N.V.,36.57B,41.40,0.19%,98.47B,2025-06-20
359,OLCLY,"Oriental Land Co., Ltd.",36.42B,21.96,-3.77%,4.54B,2025-06-20
360,OLCLF,"Oriental Land Co., Ltd.",35.99B,22.00,-,4.54B,2025-06-20
361,SCBFF,Standard Chartered PLC,35.97B,15.85,3.88%,19.19B,2025-06-20
362,SCBFY,Standard Chartered PLC,35.97B,31.66,1.22%,19.19B,2025-06-20
363,TLGPY,Telstra Group Limited,35.89B,15.96,0.69%,14.30B,2025-06-20
364,TTRAF,Telstra Group Limited,35.89B,3.000,-11.76%,14.30B,2025-06-20
365,HDLMY,Heidelberg Materials AG,35.46B,40.57,-0.81%,22.00B,2025-06-20
366,HLBZF,Heidelberg Materials AG,35.46B,206.00,-,22.00B,2025-06-20
367,TSCDF,Tesco PLC,35.45B,5.45,1.11%,88.38B,2025-06-20
368,TSCDY,Tesco PLC,35.45B,16.45,0.37%,88.38B,2025-06-20
369,SCMWY,Swisscom AG,35.38B,68.66,-0.23%,13.68B,2025-06-20
370,SWZCF,Swisscom AG,35.38B,600.00,-11.97%,13.68B,2025-06-20
371,BKRKF,PT Bank Rakyat Indonesia (Persero) Tbk,34.93B,0.243,-6.91%,8.01B,2025-06-20
372,BKRKY,PT Bank Rakyat Indonesia (Persero) Tbk,34.93B,11.51,-4.79%,8.01B,2025-06-20
373,SVKEF,Skandinaviska Enskilda Banken AB (publ),34.90B,16.91,-4.68%,7.92B,2025-06-20
374,AMADF,"Amadeus IT Group, S.A.",34.46B,82.35,3.72%,6.79B,2025-06-20
375,AMADY,"Amadeus IT Group, S.A.",34.46B,79.00,-1.85%,6.79B,2025-06-20
376,UCBJF,UCB SA,34.36B,186.29,-1.96%,6.37B,2025-06-20
377,UCBJY,UCB SA,34.36B,90.31,1.05%,6.37B,2025-06-20
378,NVZMF,Novozymes A/S,33.94B,70.72,-2.60%,4.39B,2025-06-20
379,NVZMY,Novozymes A/S,33.94B,72.70,0.04%,4.39B,2025-06-20
380,PAUIF,Premier American Uranium Inc.,33.92B,1.000,-2.25%,-,2025-06-20
381,TYIDF,Toyota Industries Corporation,33.85B,119.30,-4.18%,27.28B,2025-06-20
382,TYIDY,Toyota Industries Corporation,33.85B,112.04,-1.25%,27.28B,2025-06-20
383,KBGGY,Kongsberg Gruppen ASA,33.85B,100.02,0.02%,4.95B,2025-06-20
384,NSKFD,Kongsberg Gruppen ASA,33.85B,40.41,3.44%,4.95B,2025-06-20
385,ASAZF,ASSA ABLOY AB (publ),33.81B,31.75,-0.35%,15.23B,2025-06-20
386,ASAZY,ASSA ABLOY AB (publ),33.81B,15.30,-0.58%,15.23B,2025-06-20
387,GWLIF,Great-West Lifeco Inc.,33.75B,36.34,-0.71%,24.26B,2025-06-20
388,MSADF,"MS&AD Insurance Group Holdings, Inc.",33.44B,22.47,3.60%,42.97B,2025-06-20
389,CICOY,"COSCO SHIPPING Holdings Co., Ltd.",33.44B,8.85,-0.56%,33.56B,2025-06-20
390,EQBBF,EQT AB (publ),33.41B,28.70,0.81%,2.75B,2025-06-20
391,HYMTF,Hyundai Motor Company,33.23B,56.00,5.86%,121.53B,2025-06-20
392,ARGNF,argenx SE,33.13B,586.55,-,2.64B,2025-06-20
393,KNYJF,KONE Oyj,33.09B,67.33,2.83%,12.11B,2025-06-20
394,KNYJY,KONE Oyj,33.09B,31.98,-0.08%,12.11B,2025-06-20
395,CICOF,"COSCO SHIPPING Holdings Co., Ltd.",33.01B,1.730,3.35%,33.56B,2025-06-20
396,DTGHF,Daimler Truck Holding AG,32.98B,42.94,-2.56%,57.57B,2025-06-20
397,DTRUY,Daimler Truck Holding AG,32.98B,21.84,0.67%,57.57B,2025-06-20
398,MARUF,Marubeni Corporation,32.97B,20.10,-2.90%,52.02B,2025-06-20
399,MARUY,Marubeni Corporation,32.97B,197.00,-2.39%,52.02B,2025-06-20
400,MSADY,"MS&AD Insurance Group Holdings, Inc.",32.88B,21.70,-2.38%,42.97B,2025-06-20
401,ELEZF,"Endesa, S.A.",32.85B,31.02,-2.42%,23.00B,2025-06-20
402,ELEZY,"Endesa, S.A.",32.85B,15.83,0.89%,23.00B,2025-06-20
403,ANPDF,ANTA Sports Products Limited,32.54B,11.73,-0.26%,9.70B,2025-06-20
404,ANPDY,ANTA Sports Products Limited,32.54B,289.22,-2.45%,9.70B,2025-06-20
405,GALDY,Galderma Group AG,32.49B,27.02,2.64%,4.44B,2025-06-20
406,GDERF,Galderma Group AG,32.49B,143.16,-,4.44B,2025-06-20
407,LGRDY,Legrand SA,32.41B,24.91,0.30%,9.62B,2025-06-20
408,LGRVF,Legrand SA,32.41B,122.80,-0.25%,9.62B,2025-06-20
409,DNKEY,Danske Bank A/S,32.29B,19.77,0.44%,8.26B,2025-06-20
410,DNSKF,Danske Bank A/S,32.29B,36.00,2.86%,8.26B,2025-06-20
411,DKILF,"Daikin Industries,Ltd.",32.26B,115.98,2.11%,31.74B,2025-06-20
412,DKILY,"Daikin Industries,Ltd.",32.25B,10.94,-1.14%,31.74B,2025-06-20
413,IMBBF,Imperial Brands PLC,32.16B,39.63,-0.92%,23.94B,2025-06-20
414,IMBBY,Imperial Brands PLC,32.16B,39.41,-0.88%,23.94B,2025-06-20
415,TLLXY,Talanx AG,31.99B,64.21,-2.09%,45.50B,2025-06-20
416,TNXXF,Talanx AG,31.99B,128.77,-0.02%,45.50B,2025-06-20
417,WEGZY,WEG S.A.,31.98B,7.25,-4.83%,6.98B,2025-06-20
418,WOPEF,Woodside Energy Group Ltd,31.41B,16.70,6.00%,13.18B,2025-06-20
419,SUHJY,Sun Hung Kai Properties Limited,31.36B,10.83,-0.82%,10.80B,2025-06-20
420,PGPHF,Partners Group Holding AG,31.31B,"1,241.36",1.79%,2.34B,2025-06-20
421,EBKDY,Erste Group Bank AG,31.18B,40.65,-1.16%,11.69B,2025-06-20
422,EBKOF,Erste Group Bank AG,31.18B,83.29,-0.85%,11.69B,2025-06-20
423,FINMF,Leonardo S.p.a.,31.16B,57.35,-0.33%,19.73B,2025-06-20
424,FINMY,Leonardo S.p.a.,31.16B,27.17,-1.45%,19.73B,2025-06-20
425,KSHTY,Kuaishou Technology,30.81B,1.430,5.15%,17.93B,2025-06-20
426,SUHJF,Sun Hung Kai Properties Limited,30.81B,10.23,-,10.80B,2025-06-20
427,KUASF,Kuaishou Technology,30.72B,7.71,-,17.93B,2025-06-20
428,CUKPF,Carnival Corporation & plc,30.66B,20.70,-,25.42B,2025-06-20
429,PUKPF,Prudential plc,30.51B,7.46,-37.26%,12.26B,2025-06-20
430,BAYRY,Bayer Aktiengesellschaft,30.34B,7.63,-1.80%,50.34B,2025-06-20
431,BAYZF,Bayer Aktiengesellschaft,30.34B,31.34,0.93%,50.34B,2025-06-20
432,SSUMF,Sumitomo Corporation,30.26B,25.00,-0.16%,48.70B,2025-06-20
433,SSUMY,Sumitomo Corporation,30.13B,24.92,-0.90%,48.70B,2025-06-20
434,HRSHF,"Haier Smart Home Co., Ltd.",29.95B,2.850,-3.39%,40.41B,2025-06-20
435,HSHCY,"Haier Smart Home Co., Ltd.",29.95B,11.38,-2.15%,40.41B,2025-06-20
436,HELKF,Henkel AG & Co. KGaA,29.87B,79.11,10.90%,22.35B,2025-06-20
437,HENKY,Henkel AG & Co. KGaA,29.87B,17.50,0.06%,22.35B,2025-06-20
438,HENOF,Henkel AG & Co. KGaA,29.87B,76.29,-3.43%,22.35B,2025-06-20
439,HENOY,Henkel AG & Co. KGaA,29.87B,19.01,0.69%,22.35B,2025-06-20
440,TEFOF,"Telefónica, S.A.",29.63B,5.48,10.52%,44.36B,2025-06-20
441,GASNY,"Naturgy Energy Group, S.A.",29.51B,6.09,0.58%,19.95B,2025-06-20
442,FSUGY,Fortescue Ltd,29.31B,19.01,-2.91%,16.35B,2025-06-20
443,FSUMF,Fortescue Ltd,29.31B,10.05,-1.95%,16.35B,2025-06-20
444,RWEOY,RWE Aktiengesellschaft,29.28B,40.53,0.90%,23.38B,2025-06-20
445,RWNFF,RWE Aktiengesellschaft,29.28B,40.68,-,23.38B,2025-06-20
446,TRAUF,Transurban Group,29.25B,9.51,2.38%,2.37B,2025-06-20
447,AAUKD,Anglo American plc,29.25B,29.00,2.31%,27.29B,2025-06-20
448,BAIDF,"Baidu, Inc.",29.06B,9.25,-3.24%,18.48B,2025-06-20
449,SWDBF,Swedbank AB (publ),29.03B,27.54,-0.08%,7.36B,2025-06-20
450,ASMIY,ASM International NV,28.76B,589.29,-0.77%,3.39B,2025-06-20
451,ASMXF,ASM International NV,28.76B,613.50,2.46%,3.39B,2025-06-20
452,SWDBY,Swedbank AB (publ),28.65B,25.36,-1.05%,7.36B,2025-06-20
453,DSFIY,DSM-Firmenich AG,28.48B,10.94,-1.35%,13.25B,2025-06-20
454,DSMFF,DSM-Firmenich AG,28.48B,107.52,7.44%,13.25B,2025-06-20
455,SMPNY,"Sompo Holdings, Inc.",28.46B,14.81,-3.49%,35.74B,2025-06-20
456,CMAKY,"China Minsheng Banking Corp., Ltd.",28.32B,5.97,-2.41%,12.37B,2025-06-20
457,PPERF,PT Bank Mandiri (Persero) Tbk,28.30B,0.290,-6.45%,8.31B,2025-06-20
458,PPERY,PT Bank Mandiri (Persero) Tbk,28.30B,11.91,-3.87%,8.31B,2025-06-20
459,CAPMF,Capgemini SE,28.29B,166.02,-3.39%,22.88B,2025-06-20
460,CGEMY,Capgemini SE,28.29B,32.42,-4.37%,22.88B,2025-06-20
461,BRDCF,Bridgestone Corporation,28.17B,41.90,-,29.54B,2025-06-20
462,VNNVF,Vonovia SE,28.11B,33.68,-4.32%,8.23B,2025-06-20
463,VONOY,Vonovia SE,28.11B,17.47,2.64%,8.23B,2025-06-20
464,SAXPF,Sampo Oyj,27.99B,9.00,-15.25%,10.27B,2025-06-20
465,SAXPY,Sampo Oyj,27.99B,20.70,-0.05%,10.27B,2025-06-20
466,RYAOF,Ryanair Holdings plc,27.98B,27.50,129.17%,15.08B,2025-06-20
467,KMTUF,Komatsu Ltd.,27.92B,31.92,5.44%,27.41B,2025-06-20
468,KMTUY,Komatsu Ltd.,27.92B,30.20,-1.85%,27.41B,2025-06-20
469,SWSDF,Swiss Life Holding AG,27.87B,"1,000.04",-,13.22B,2025-06-20
470,SZLMY,Swiss Life Holding AG,27.87B,49.54,0.34%,13.22B,2025-06-20
471,AMKAF,A.P. Møller - Mærsk A/S,27.86B,"1,904.00",-1.09%,56.45B,2025-06-20
472,AMKBF,A.P. Møller - Mærsk A/S,27.86B,"1,868.60",-4.61%,56.45B,2025-06-20
473,AMKBY,A.P. Møller - Mærsk A/S,27.86B,9.02,-2.75%,56.45B,2025-06-20
474,BRDCY,Bridgestone Corporation,27.82B,20.48,-1.09%,29.54B,2025-06-20
475,ERIXF,Telefonaktiebolaget LM Ericsson (publ),27.79B,8.19,-1.92%,24.86B,2025-06-20
476,CGMBF,"China Minsheng Banking Corp., Ltd.",27.77B,0.411,-10.68%,12.37B,2025-06-20
477,NHOLF,"Sompo Holdings, Inc.",27.70B,33.00,9.44%,35.74B,2025-06-20
478,PITAF,Poste Italiane S.p.A.,27.66B,14.31,-31.27%,14.74B,2025-06-20
479,HLAGF,Hapag-Lloyd Aktiengesellschaft,27.45B,158.71,-0.17%,21.51B,2025-06-20
480,HPGLY,Hapag-Lloyd Aktiengesellschaft,27.45B,81.49,-0.83%,21.51B,2025-06-20
481,DLICY,"Dai-ichi Life Holdings, Inc.",27.42B,14.43,-3.38%,62.11B,2025-06-20
482,NOKBF,Nokia Oyj,27.32B,5.15,-4.63%,20.72B,2025-06-20
483,SAABF,Saab AB (publ),27.30B,51.10,-1.43%,6.51B,2025-06-20
484,SAABY,Saab AB (publ),27.30B,25.68,-0.27%,6.51B,2025-06-20
485,DSCSY,Disco Corporation,27.29B,25.06,-0.36%,2.63B,2025-06-20
486,JPHLF,"Japan Post Holdings Co., Ltd.",27.28B,9.99,7.13%,76.61B,2025-06-20
487,JPPHY,"Japan Post Holdings Co., Ltd.",27.28B,9.60,-1.34%,76.61B,2025-06-20
488,DUAVF,Dassault Aviation société anonyme,27.23B,350.01,-,6.63B,2025-06-20
489,MLYBY,Malayan Banking Berhad,27.22B,4.589,7.72%,6.35B,2025-06-20
490,SDVKF,Sandvik AB (publ),27.19B,22.03,-0.36%,12.27B,2025-06-20
491,SDVKY,Sandvik AB (publ),27.19B,21.66,-1.50%,12.27B,2025-06-20
492,DCNSF,"Dai-ichi Life Holdings, Inc.",27.07B,25.48,239.73%,62.11B,2025-06-20
493,HSNGF,Hang Seng Bank Limited,27.07B,13.00,-10.53%,4.73B,2025-06-20
494,HSNGY,Hang Seng Bank Limited,27.07B,14.52,0.28%,4.73B,2025-06-20
495,AONNY,"Aeon Co., Ltd.",27.03B,31.33,2.02%,67.43B,2025-06-20
496,SSEZF,SSE plc,26.93B,24.67,-1.52%,13.09B,2025-06-20
497,SSEZY,SSE plc,26.93B,24.90,0.16%,13.09B,2025-06-20
498,FSNUF,Fresenius SE & Co. KGaA,26.89B,50.29,-,23.92B,2025-06-20
499,FSNUY,Fresenius SE & Co. KGaA,26.89B,12.12,0.17%,23.92B,2025-06-20
500,ARLUF,Aristocrat Leisure Limited,26.86B,42.50,-0.70%,4.27B,2025-06-20
